ID,iTree Common Name,iTree Botantical Name,iTree#,iTree Text,DBH,Address,CONDITION,MAINTPRIM,DEFECT,OHUTIL,SEWERVENT,WATERGAS,GSLENGTH,GSWIDTH,NOTES,Planted Date,Site Usage,Quadrant,Management Designation,In the CEJA?,LATITUDE,LONGITUDE,Native or Cultivated,Native Locale,Size Category,Shape or Form,Height (ft),Spread (ft),Growth Rate,Invasiveness,Wildlife,Leaf Description,Fall Color,Bark Color and Texture,Flower Description,Flower Color,Flower Fragrance,"Fruit, Nut, and Seed Descriptions",Plant Care,"Disease, Pests, and Problems",Shape or Form,OPAL Overall,OPAL F,OPAL M,CARE-S Allergy Potential,CARE-S Pollen Transport Mechanisms,CARE-S Pollen Production Amounts,Drough Resistance,Salt Tolerance,Bare Root Transplanting ,Required Soil Volumet,Invasiveness,Soil Preference,Light Exposure,Family (English),Family (Botanic),Suggested Frequency of Planting,Size Category,Native or Cultivated
9848,Deodar cedar,Cedrus deodara,2293,CEDE,7,901 BUCHANAN AVE,Good,Routine Prune,None,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04445199,-76.32144628,Non-native,0,Large,0,40-70,20-40,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Large,Non-native
9850,Freeman maple,Acer x freemanii,1683,ACFR,3,901 BUCHANAN AVE,Fair,Train,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04400705,-76.32268189,nativar,Hybrid of red and silver maple,Large,Upright to broadly oval crown,45,25,Fast,Little,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, 3-5 inches long; medium green with silvery underside; red-orange to yellow fall color","Yellow, Red","Silver-gray bark, becoming fissured with age",Inconspicuous; some trees have both male and female flowers,Inconspicuous,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Generally free of serious pests and diseases,Upright to broadly oval crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Tolerant,Easy,30,Little,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun,Soapberry,Sapindaceae,Sparingly,Large,nativar
9851,Red maple,Acer rubrum,1678,ACRU,29,901 BUCHANAN AVE,Good,Routine Prune,Broken and/or hanging branches,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04452347,-76.32234782,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
9853,Weeping willow,Salix x sepulcralis,6116,SABA,18,901 BUCHANAN AVE,Fair,Prune,Broken and/or hanging branches,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04489216,-76.32195184,Non-native,0,Medium,0,30-50,30-50,0,Low,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Tolerant,Medium,50,Low,0,0,0,0,Sparingly,Medium,Non-native
9854,Northern red oak,Quercus rubra,4970,QURU,64,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04430413,-76.32332483,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
9856,Deodar cedar,Cedrus deodara,2293,CEDE,6,901 BUCHANAN AVE,Good,Routine Prune,None,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04459709,-76.32136939,Non-native,0,Large,0,40-70,20-40,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Large,Non-native
9858,Northern white cedar,Thuja occidentalis,5852,THOC,24,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04460697,-76.32225842,Native to North America,0,Medium,0,40-50,10-15,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Not tolerant,High,50,Low,0,0,0,0,Frequently,Medium,Native to North America
9861,Common lilac,Syringa vulgaris,5764,SYVU,2,901 BUCHANAN AVE,Good,Train,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04398631,-76.32259609,Non-native,0,Small,0,12-15,10-12,0,Low,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Small,Non-native
9863,Higan cherry,Prunus subhirtella,4731,PRSU,7,901 BUCHANAN AVE,Good,Routine Prune,None,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04509304,-76.32168659,Non-native,0,Medium,0,25-35,25-35,0,Little,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Difficult,50,Little,0,0,Rose,Rosaceae,Sparingly,Medium,Non-native
9865,Red maple,Acer rubrum,1678,ACRU,23,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04434999,-76.32340754,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
9866,Silver maple,Acer saccharinum,1679,ACSA1,35,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,DBH estimated; in dog park,,Tree,NWQ,Park,No,40.04459025,-76.32127819,Native to North America,Eastern North America,Large,"Open, spreading crown",60-100,40-60,Fast,Medium,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, deeply cut, 6-8 inches long; green above, silvery-white beneath; yellow to brown fall color",Yellow,"Gray bark, smooth when young, becoming shaggy with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Brittle wood prone to storm damage; susceptible to leaf chlorosis in high pH soils,"Open, spreading crown",0,1,9,2,Primarily Wind Pollination,Medium Pollen Production,Low,Tolerant,Medium,30,Medium,"Prefers moist, well-drained soils; tolerates wet soils",Full sun,Soapberry,Sapindaceae,Frequently,Large,Native to North America
9870,Silver maple,Acer saccharinum,1679,ACSA1,23,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04401973,-76.32250878,Native to North America,Eastern North America,Large,"Open, spreading crown",60-100,40-60,Fast,Medium,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, deeply cut, 6-8 inches long; green above, silvery-white beneath; yellow to brown fall color",Yellow,"Gray bark, smooth when young, becoming shaggy with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Brittle wood prone to storm damage; susceptible to leaf chlorosis in high pH soils,"Open, spreading crown",0,1,9,2,Primarily Wind Pollination,Medium Pollen Production,Low,Tolerant,Medium,30,Medium,"Prefers moist, well-drained soils; tolerates wet soils",Full sun,Soapberry,Sapindaceae,Frequently,Large,Native to North America
9872,Honeylocust,Gleditsia triacanthos,3456,GLTR,7,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04511705,-76.32177073,nativar,Central and Eastern United States,Large,"Open, spreading crown",50-70,35-50,Fast,Little,Provides habitat and food for various bird species and mammals,"Leaves are pinnately or bipinnately compound, small leaflets 0.5-1.5 inches long; bright green, turning yellow in fall",Yellow,"Gray-brown bark, developing long, narrow plates; some varieties have thorns",Inconspicuous; greenish-yellow flowers in late spring,Green-Yellow,Not Fragrant,"Flat, dark brown seed pods, 6-18 inches long, maturing in late summer",Not Fragrant,"Susceptible to canker, leaf spot, and webworm; resistant cultivars are available","Open, spreading crown",4,1,7,Further investigations are needed,Insect Pollination and Wind Pollination,Medium Pollen Production,High,Tolerant,Easy,50,Little,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun,Legume,Fabaceae,Moderately,Large,nativar
9873,Black tupelo,Nyssa sylvatica,4248,NYSY,8,901 BUCHANAN AVE,Good,Routine Prune,None,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04515316,-76.32214934,nativar,Eastern United States,Large,"Pyramidal when young, becoming more irregular with age",40-50,20-30,Slow to medium,Little,Provides habitat and food for birds and pollinators; berries attract wildlife,"Alternate, simple leaves, 3-6 inches long; glossy dark green in summer, turning bright scarlet in fall",Red,Gray bark becoming furrowed with age,Inconspicuous greenish-white flowers in spring,Green,Not Fragrant,"Small, dark blue drupes, maturing in late summer to fall",Not Fragrant,Generally free of serious pests and diseases; monitor for leaf spot and scale insects,"Pyramidal when young, becoming more irregular with age",0,1,9,No Data,No Data,No Data,High,Tolerant,Difficult,50,Little,"Prefers moist, well-drained, acidic soils; tolerates wet soils",Full sun to partial shade,Nyssaceae,Nyssaceae,Moderately,Large,nativar
9874,White oak,Quercus alba,4824,QUAL,40,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04462183,-76.3232742,Native,Eastern and Central North America,Large,Broad-rounded crown,50-100,50-80,Slow to medium,Little,Acorns are a valuable food source for wildlife,"5-9 inches long, 3-4 inches wide; deeply lobed with rounded lobes",Red,"Light gray, varying to dark gray; shallow, fissured, and scaly",Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap encloses about one-fourth of the nut",Not Fragrant,Generally resistant; occasional issues with oak wilt and insects,Broad-rounded crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,Moderate,Moderate,Moderately Difficult,100,Little,"Prefers deep, moist, well-drained acidic soils; adaptable to other soils",Full sun (6 hrs direct light daily),Beech,Fagaceae,Sparingly,Large,Native
9877,Norway maple,Acer platanoides,1676,ACPL,17,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,DBH estimated; in dog park,,Tree,NWQ,Park,No,40.04462858,-76.32119951,Non-native,"Europe, Western Asia",Medium,"Broad, rounded crown",40-60,35-50,Fast,High,Provides habitat and food for various bird species,"Leaves are opposite, simple, 4-7 inches long, 5-lobed; dark green; yellow fall color",Yellow,"Gray-brown bark, becoming furrowed with age",Inconspicuous; small yellow-green flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,Susceptible to tar spot and leaf scorch; shallow roots can disrupt pavements,"Broad, rounded crown",8,0,0,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Somewhat tolerant,Medium,30,High,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Medium,Non-native
9879,Red maple,Acer rubrum,1678,ACRU,14,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04400129,-76.32243653,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
9880,Kentucky Coffee tree,Gymnocladus dioica,15400,GYDI1,7,901 BUCHANAN AVE,Good,Routine Prune,None,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04513943,-76.32172581,Native,Central and Eastern United States,Large,"Open, irregular crown",65-70,45-60,Medium,Little,Provides habitat and food for various bird species and mammals,"Leaves are bipinnately compound, 1-3 feet long, with numerous leaflets; blue-green, turning yellow in fall",Yellow,Gray-brown bark with scaly ridges and deep furrows,Inconspicuous; greenish-white flowers in late spring; dioecious species,Green-Yellow,Not Fragrant,"Thick, woody seed pods, 5-10 inches long, containing hard seeds; pods persist into winter",Not Fragrant,Generally free of serious pests and diseases; considered low-maintenance,"Open, irregular crown",0,1,9,Further investigations are needed,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,High,Tolerant,Easy,50,Little,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun,Legume,Fabaceae,Frequently,Large,Native
9883,Northern red oak,Quercus rubra,4970,QURU,17,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04505049,-76.32218868,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
9884,White oak,Quercus alba,4824,QUAL,48,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0445192,-76.32312304,Native,Eastern and Central North America,Large,Broad-rounded crown,50-100,50-80,Slow to medium,Little,Acorns are a valuable food source for wildlife,"5-9 inches long, 3-4 inches wide; deeply lobed with rounded lobes",Red,"Light gray, varying to dark gray; shallow, fissured, and scaly",Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap encloses about one-fourth of the nut",Not Fragrant,Generally resistant; occasional issues with oak wilt and insects,Broad-rounded crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,Moderate,Moderate,Moderately Difficult,100,Little,"Prefers deep, moist, well-drained acidic soils; adaptable to other soils",Full sun (6 hrs direct light daily),Beech,Fagaceae,Sparingly,Large,Native
9886,American elm,Ulmus americana,5903,ULAM,22,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04467238,-76.32122455,nativar,Eastern North America,Large,Vase-shaped with arching branches,60-70,50-60,Fast,Little,Seeds are a food source for birds and small mammals,"3-6 inches long; oval to oblong with serrated margins; dark green above, paler below; turns yellow in fall",Yellow,"Dark gray, deeply furrowed bark","Inconspicuous; small, clustered flowers",Inconspicuous,Not Fragrant,"Samaras, 0.5 inches long; winged seeds",Not Fragrant,Highly susceptible to Dutch elm disease; monitor for elm leaf beetle and other pests,Vase-shaped with arching branches,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Easy,50,Little,"Moist, well-drained soils",Full sun to partial shade,Elm,Ulmaceae,Sparingly,Large,nativar
9888,Goldenrain tree,Koelreuteria paniculata,3748,KOPA,7,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04522841,-76.32162456,Non-native,0,Medium,0,30-40,15-35,0,Moderate-High,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,Tolerant,Easy,50,Moderate-High,0,0,0,0,Sparingly,Medium,Non-native
9890,Norway spruce,Picea abies,4416,PIAB,22,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04398285,-76.32237631,Non-native,0,Large,0,60-100,25-40,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Large,Non-native
9893,Bigleaf linden,Tilia platyphyllos,5861,TIPL,52,901 BUCHANAN AVE,Fair,Routine Prune,Root problems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04486022,-76.32230491,Non-native,Europe and Asia,Large,"Pyramidal, round",60-80,30-50,Moderate,Low,Attracts insect pollinators,"Simple, alternate, heart-shaped leaves (2-5 inches) with sharply serrated margins; dark green in summer; pale yellow fall color",Yellow,Smooth gray bark on young trees; becomes ridged and furrowed with age,"Creamy yellow, fragrant flowers in early summer",Yellow,Fragrant,"Small, ribbed gray nutlets accompanied by a long, strap-like bract",Fragrant,"Potential insect problems include aphids, Japanese beetles, and linden borer; possible fungal issues like verticillium wilt","Pyramidal, round",7,0,0,2,Insect Pollination and Wind Pollination,Medium Pollen Production,Low,Somewhat tolerant,Medium,50,Low,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun to partial shade,Linden,Tiliaceae,Sparingly,Large,Non-native
9894,Northern red oak,Quercus rubra,4970,QURU,48,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04380351,-76.32164134,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
9897,Common lilac,Syringa vulgaris,5764,SYVU,7,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04533376,-76.32160031,Non-native,0,Small,0,12-15,10-12,0,Low,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Small,Non-native
9901,Red maple,Acer rubrum,1678,ACRU,6,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04393906,-76.32245158,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
9902,Silver maple,Acer saccharinum,1679,ACSA1,32,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,DBH estimated; in dog park,,Tree,NWQ,Park,No,40.04465048,-76.32112799,Native to North America,Eastern North America,Large,"Open, spreading crown",60-100,40-60,Fast,Medium,Provides habitat and food for various bird species,"Leaves are opposite, simple, 5-lobed, deeply cut, 6-8 inches long; green above, silvery-white beneath; yellow to brown fall color",Yellow,"Gray bark, smooth when young, becoming shaggy with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late spring",Not Fragrant,Brittle wood prone to storm damage; susceptible to leaf chlorosis in high pH soils,"Open, spreading crown",0,1,9,2,Primarily Wind Pollination,Medium Pollen Production,Low,Tolerant,Medium,30,Medium,"Prefers moist, well-drained soils; tolerates wet soils",Full sun,Soapberry,Sapindaceae,Frequently,Large,Native to North America
9903,London planetree,Platanus x hybrida,4563,PLAC,48,901 BUCHANAN AVE,Fair,Prune,Broken and/or hanging branches,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04477124,-76.32215113,Non-native,Hybrid origin (P. occidentalis � P. orientalis),Large,"Broad, rounded crown",70-100,50-70,Fast,Little,Provides habitat and food for various bird species,"Leaves are alternate, simple, 5-9 inches long, palmately lobed with 3-5 lobes; medium to dark green; yellow-brown fall color",Yellow,"Mottled bark with patches of white, gray, and green; exfoliates to reveal creamy inner bark",Inconspicuous; small greenish flowers in clusters,Green,Not Fragrant,"Spherical fruit clusters (1 inch diameter) composed of multiple achenes, persisting into winter",Not Fragrant,Susceptible to anthracnose and powdery mildew; resistant cultivars like EXCLAMATION!� are available,"Broad, rounded crown",No Data,No Data,No Data,4,Primarily Wind Pollination,High Pollen Production,High,Poor,Easy,50,Little,"Prefers moist, well-drained soils; tolerates urban conditions and pollution",Full sun,Plane,Platanaceae,Moderately,Large,Non-native
9904,Northern red oak,Quercus rubra,4970,QURU,33,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04388472,-76.32161148,0,Eastern and Central North America,0,Rounded to broad-spreading crown,0,0,Fast,0,Acorns are a valuable food source for wildlife,"5-9 inches long; 7-11 lobes with bristle tips; dark green above, pale below",0,Dark brown to black; shallowly furrowed with flat ridges,Male flowers in catkins; female flowers are small and inconspicuous,Inconspicuous,Not Fragrant,"Acorns, 3/4 - 1 inch long; cap covers about one-fourth of the nut",Not Fragrant,Susceptible to oak wilt and other diseases; monitor for pests,Rounded to broad-spreading crown,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,0,0,0,0,0,"Prefers moist, well-drained soils; adaptable to various soil types",Full sun (6 hrs direct light daily),Beech,Fagaceae,0,0,0
